Prompt,Response
"Just saw something happen on Hampton Drive Road, near lamp post #338. There's oil spilled all over. someone appears seriously injured, involving a car, a pedestrian, a bicycle. Observers are calling for help.","Location of the incident: Hampton Drive Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 338
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a car, a pedestrian, a bicycle
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: injured"
"This just in, accident at Matthew Mountains Road, close to Gardens by the Bay near lamp post #715. There's oil spilled all over. someone appears seriously injured, involving a pedestrian, a motorcycle. Bystanders are unsure what to do.","Location of the incident: Matthew Mountains Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 715
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a pedestrian, a motorcycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: injured"
"Emergency reported on Doyle Forges Road, close to Gardens by the Bay near lamp post #763. There's a tree blocking the road. nobody seems hurt, involving a pedestrian, a bicycle. People helping out.","Location of the incident: Doyle Forges Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 763
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a tree blocking the road
Vehicles involved: a pedestrian, a bicycle
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"Attention, incident occurred at Caitlin Circle Road, close to Gardens by the Bay near lamp post #814. There's oil spilled all over. , involving a bicycle, a pedestrian, a bus. People helping out.","Location of the incident: Caitlin Circle Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 814
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a bicycle, a pedestrian, a bus
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"This just in, accident at Carroll Streets Road, near lamp post #565. There's a huge fire breakout. a few injuries spotted, involving a motorcycle, a pedestrian. .","Location of the incident: Carroll Streets Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 565
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a motorcycle, a pedestrian
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"This just in, accident at Shelby Lodge Road, close to Gardens by the Bay near lamp post #193. There's debris scattered around. someone appears seriously injured, involving a bicycle. Bystanders are unsure what to do.","Location of the incident: Shelby Lodge Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 193
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: debris scattered around
Vehicles involved: a bicycle
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: injured"
"This just in, accident at Lowery Oval Road, close to Gardens by the Bay near lamp post #982. There's . a few injuries spotted, involving a car, a pedestrian. People helping out.","Location of the incident: Lowery Oval Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 982
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a car, a pedestrian
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"Watch out, crash on Martin Rapid Road, near lamp post #355. There's oil spilled all over. nobody seems hurt, involving a car. .","Location of the incident: Martin Rapid Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 355
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a car
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Emergency reported on Margaret Villages Road, near lamp post #158. There's a huge fire breakout. someone appears seriously injured, involving a pedestrian, a bicycle, a car. .","Location of the incident: Margaret Villages Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 158
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a pedestrian, a bicycle, a car
Actions taken by bystanders: NA
State of casualties involved in the accident: injured"
"Just saw something happen on Stone Alley Road, by Marina Bay Sands near lamp post #711. There's oil spilled all over. , involving a motorcycle, a bicycle. .","Location of the incident: Stone Alley Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 711
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a motorcycle, a bicycle
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Just saw something happen on Alexander Viaduct Road, close to Gardens by the Bay near lamp post #464. There's debris scattered around. , involving a car. Observers are calling for help.","Location of the incident: Alexander Viaduct Road
Prominent landmarks: close to Gardens by the Bay
Expressway: NA
Nearby lamp post numbers: 464
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: debris scattered around
Vehicles involved: a car
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"This just in, accident at Ryan Stream Road, around Sentosa near lamp post #506. There's . nobody seems hurt, involving a pedestrian, a motorcycle, a bicycle. Observers are calling for help.","Location of the incident: Ryan Stream Road
Prominent landmarks: around Sentosa
Expressway: NA
Nearby lamp post numbers: 506
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a pedestrian, a motorcycle, a bicycle
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"Emergency reported on Johnson Squares Road, near lamp post #824. There's debris scattered around. a few injuries spotted, involving a pedestrian. Observers are calling for help.","Location of the incident: Johnson Squares Road
Prominent landmarks: NA
Expressway: NA
Nearby lamp post numbers: 824
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: debris scattered around
Vehicles involved: a pedestrian
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
"Watch out, crash on Nicole Crest Road, by Marina Bay Sands near lamp post #423. There's oil spilled all over. , involving a car. Bystanders are unsure what to do.","Location of the incident: Nicole Crest Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 423
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: oil spilled all over
Vehicles involved: a car
Actions taken by bystanders: Bystanders are unsure what to do
State of casualties involved in the accident: NA"
"Uh oh, there's an accident on Davenport Mount Road, around Sentosa near lamp post #443. There's . someone appears seriously injured, involving a bicycle, a motorcycle. People helping out.","Location of the incident: Davenport Mount Road
Prominent landmarks: around Sentosa
Expressway: NA
Nearby lamp post numbers: 443
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a bicycle, a motorcycle
Actions taken by bystanders: People helping out
State of casualties involved in the accident: injured"
"Attention, incident occurred at Keith Lake Road, near Changi Airport near lamp post #859. There's . nobody seems hurt, involving a motorcycle. People helping out.","Location of the incident: Keith Lake Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 859
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a motorcycle
Actions taken by bystanders: People helping out
State of casualties involved in the accident: NA"
"Watch out, crash on Nichols Roads Road, near Changi Airport near lamp post #328. There's a huge fire breakout. , involving a motorcycle, a bus. .","Location of the incident: Nichols Roads Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 328
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a motorcycle, a bus
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Watch out, crash on Heather Squares Road, by Marina Bay Sands near lamp post #70. There's a huge fire breakout. nobody seems hurt, involving a pedestrian, a car, a bus. .","Location of the incident: Heather Squares Road
Prominent landmarks: by Marina Bay Sands
Expressway: NA
Nearby lamp post numbers: 70
Casualties: NA
Nature of traffic accident: mishap
Hazards or obstructions: a huge fire breakout
Vehicles involved: a pedestrian, a car, a bus
Actions taken by bystanders: NA
State of casualties involved in the accident: NA"
"Just saw something happen on Elliott Mill Road, near Changi Airport near lamp post #94. There's . a few injuries spotted, involving a car, a pedestrian, a motorcycle. Observers are calling for help.","Location of the incident: Elliott Mill Road
Prominent landmarks: near Changi Airport
Expressway: NA
Nearby lamp post numbers: 94
Casualties: some
Nature of traffic accident: mishap
Hazards or obstructions: NA
Vehicles involved: a car, a pedestrian, a motorcycle
Actions taken by bystanders: Observers are calling for help
State of casualties involved in the accident: NA"
